50;cable;[ˈkeɪbl];канат, кабель, трос и т.д.
51;intelligent;[ɪnˈtɛlɪʤənt];умный
52;intelligence;[ɪnˈtɛlɪʤəns];интеллект
53;admit;[ədˈmɪt];признавать, допускать
54;admission;[ədˈmɪʃ(ə)n];допущение, допуск
55;admittedly;[ədˈmɪtɪdli];по общему признанию
56;cream;[kriːm];крем, сливки
57;creamy;[ˈkriːmi];сливочный
58;ice cream;[aɪskriːm];мороженое
59;appropriate;[əˈprəʊprɪɪt];присвоить
60;appropriation;[əˌprəʊprɪˈeɪʃ(ə)n];присвоение
61;root;[ruːt];корень
62;compare;[kəmˈpeə];сравнить
63;comparable;[ˈkɒmpərəbl];сравнимый
64;incomparable;[ɪnˈkɒmpərəbl];несравнимый
65;comparative;[kəmˈpærətɪv];сравнительный
66;comparatively;[kəmˈpærətɪvli];в сравнении
67;human;[ˈhjuːmən];человек, человеческий
68;inhuman;[ɪnˈhjuːmən];бесчеловечный
69;humanity;[hju(ː)ˈmænɪti];человечество
70;slay (slew, slain);[sleɪ];умертвить
71;persist;[pəˈsɪst];сохраниться
72;persistent;[pəˈsɪstənt];стойкий, устойчивый
73;persistence;[pəˈsɪstəns];упорство
74;wide;[waɪd];широкий, просторный
75;widen;[ˈwaɪdn];расширять
76;width;[wɪdθ];ширина
77;quarter;[ˈkwɔːtə];четверть
78;vanish;[ˈvænɪʃ];исчезнуть
79;stir;[stɜː];шевелить(ся), двигать и т.д.
80;opening;[ˈəʊpnɪŋ];отверстие
81;library;[ˈlaɪbrəri];библиотека
82;librarian;[laɪˈbreərɪən];библиотекарь
83;link;[lɪŋk];связь, звено, ссылка
84;linkage;[ˈlɪŋkɪʤ];связывание
85;expose;[ɪksˈpəʊz];выставлять, обнажать
86;exposition;[ˌɛkspəʊˈzɪʃən];выставка, выставление
87;dig up;[dɪgʌp];откопать
88;narrate;[nəˈreɪt];повествовать, рассказывать
89;narrative;[ˈnærətɪv];рассказ, повествовательный
90;narration;[nəˈreɪʃən];пересказ
91;enable;[ɪˈneɪbl];давать возможность
92;laugh;[lɑːf];смеяться
93;example;[ɪgˈzɑːmpl];пример
94;for example;[fɔːrɪgˈzɑːmpl];например
95;stake;[steɪk];стойка, кол, столб
96;decent;[ˈdiːsnt];приличный, достойный
97;indecent;[ɪnˈdiːsnt];неприличный
98;decency;[ˈdiːsnsi];порядочность
99;indecency;[ɪnˈdiːsnsi];непристойность
100;owe;[əʊ];быть обязанным чем-л.
101;owing;[ˈəʊɪŋ];обязанный, должный
102;glove;[glʌv];перчатка
103;cure;[kjʊə];лечить
104;curable;[ˈkjʊərəbl];излечимый
105;incurable;[ɪnˈkjʊərəbl];неизлечимый
106;curative;[ˈkjʊərətɪv];лечебный
107;avoid;[əˈvɔɪd];избегать
108;avoidance;[əˈvɔɪdəns];уклонение
109;think over;[θɪŋkˈəʊvə];обдумать
110;think through;[θɪŋkθruː];взвесить
111;emerge;[ɪˈmɜːʤ];появляться
112;emergent;[ɪˈmɜːʤənt];возникающий
113;emergence;[ɪˈmɜːʤəns];появление
114;take;[teɪk];воспринимать
115;fisherman;[ˈfɪʃəmən];рыбак
116;fishery;[ˈfɪʃəri];рыболовство
117;conscious;[ˈkɒnʃəs];сознательный, сознающий
118;unconscious;[ʌnˈkɒnʃəs];без сознания
119;consciousness;[ˈkɒnʃəsnɪs];сознание
120;subconscious;[ˌsʌbˈkɒnʃəs];подсознательный
121;subconsciousness;[ˌsʌbˈkɒnʃəsnəs];подсознание
122;detect;[dɪˈtɛkt];обнаружить, выявить
123;anywhere;[ˈɛnɪweə];где угодно, куда угодно
124;anyhow;[ˈɛnɪhaʊ];как угодно
125;dare;[deə];осмелиться
126;anger;[ˈæŋgə];гнев
127;stuff;[stʌf];вещи, всякая фигня
128;fortunate;[ˈfɔːʧnɪt];удачный
129;fortunately;[ˈfɔːʧnɪtli];к счастью
130;unfortunately;[ʌnˈfɔːʧnɪtli];к сожалению
131;unfortunate;[ʌnˈfɔːʧnɪt];несчастный
132;wilderness;[ˈwɪldənɪs];глушь, дикая местность
133;shut out;[ʃʌtaʊt];не впускать
134;shut in;[ʃʌtɪn];не выпускать
135;noise;[nɔɪz];шум
136;noisy;[ˈnɔɪzi];шумный
137;noiseless;[ˈnɔɪzlɪs];бесшумный
138;fat;[fæt];жир, жирный
139;fatness;[ˈfætnəs];упитанность
140;fatten;[ˈfætn];откармливать
141;fail;[feɪl];потерпеть неудачу
142;steady;[ˈstɛdi];устойчивый
143;steadiness;[ˈstɛdɪnəs];устойчивость
144;unsteady;[ʌnˈstɛdi];неустойчивый
145;loss;[lɒs];потеря
146;path;[pɑːθ];путь
147;pathway;[ˈpɑːθweɪ];путь
148;upside down;[ˈʌpsaɪddaʊn];вверх ногами
149;cozy;[ˈkəʊzi];уютный
150;depict;[dɪˈpɪkt];изображать, описывать
151;depiction;[dɪˈpɪkʃ(ə)n];описание
152;room;[ruːm];место, пространство
153;roomy;[ˈruːmi];вместительный
154;lens;[lɛnz];линза, объектив
155;tail;[teɪl];хвост
156;tails;[teɪlz];обрезки, отходы
157;tailed;[teɪld];хвостатый
158;can;[kæn];жестяная банка
159;canned;[kænd];консервированный
160;flour;[ˈflaʊə];мука
161;magazine;[ˌmægəˈziːn];журнал
162;tense;[tɛns];напряжённый, напрягать
163;tension;[ˈtɛnʃən];напряженность
164;way;[weɪ];способ
165;split (split, split);[splɪt];расколоться, распасться
166;ring (rang, rung);[rɪŋ];звонить, звонок
167;thumb;[θʌm];большой палец
168;boundary;[ˈbaʊndəri];граница, черта
169;wage;[weɪʤ];заработок, оплата
170;point;[pɔɪnt];смысл, суть
171;pointless;[ˈpɒntlɪs];бессмысленный
172;favor (favour);[ˈfeɪvə];благоприятствовать
173;favourite;[ˈfeɪvərɪt];любимый
174;favorable;[ˈfeɪvərəbl];благоприятный
175;unfavorable;[ʌnˈfeɪvərəbl];неблагоприятный
176;chef;[ʃɛf];шеф-повар
177;considerable;[kənˈsɪdərəbl];крупный, значительный
178;inconsiderable;[ˌɪnkənˈsɪdərəbl];незначительный
179;multiple;[ˈmʌltɪpl];множественный, неединичный
180;lessen;[ˈlɛsn];уменьшать(ся)
181;landmark;[ˈlændmɑːk];ориентир
182;solid;[ˈsɒlɪd];сплошной
183;herb;[hɜːb];трава
184;herbal;[ˈhɜːbəl];травяной
185;topic;[ˈtɒpɪk];тема, предмет обсуждения
186;topical;[ˈtɒpɪkəl];актуальный, тематический
187;hurt (hurt, hurt);[hɜːt];причинять боль или болеть
188;affiliate;[əˈfɪlɪeɪt];филиал, отделение, мл. партнёр
189;affiliated;[əˈfɪlɪeɪtɪd];аффилированный
190;affiliation;[əˌfɪlɪˈeɪʃ(ə)n];присоединение
191;anxiety;[æŋˈzaɪəti];беспокойство, тревога
192;wave;[weɪv];волна
193;long ago;[lɒŋəˈgəʊ];давно
194;space;[speɪs];пространство
195;spacious;[ˈspeɪʃəs];просторный
196;spatial;[ˈspeɪʃəl];пространственный
197;cord;[kɔːd];верёвка, шнур
198;vision;[ˈvɪʒən];зрение или видение
199;visionary;[ˈvɪʒnəri];провидец, мечтатель
200;dozen;[ˈdʌzn];дюжина
201;several;[ˈsɛvrəl];несколько
202;terms;[tɜːmz];отношения
203;generous;[ˈʤɛnərəs];великодушный, щедрый
204;generosity;[ˌʤɛnəˈrɒsɪti];щедрость
205;bay;[beɪ];залив
206;duty;[ˈdjuːti];обязанность, служба
207;dutiful;[ˈdjuːtɪfʊl];ответственный, обязательный
208;database;[ˈdeɪtəˌbeɪs];база данных
209;prompt;[prɒmpt];побуждать, подстрекать
210;prompting;[prɒmptɪŋ];побуждение, подсказка
211;observe;[əbˈzɜːv];наблюдать
212;observation;[ˌɒbzə(ː)ˈveɪʃən];наблюдение
213;observer;[əbˈzɜːvə];наблюдатель
214;spill;[spɪl];проливать, рассыпать
215;brief;[briːf];краткий
216;neck;[nɛk];шея
217;society;[səˈsaɪəti];общество
218;societal;[səˈsaɪətl];общественный
219;weak;[wiːk];слабый
220;weakness;[ˈwiːknɪs];слабость
221;weaken;[ˈwiːkən];ослабевать
222;result in;[rɪˈzʌltɪn];привести к
223;result;[rɪˈzʌlt];результат
224;day off;[deɪɒf];выходной
225;customs;[ˈkʌstəmz];таможня
226;greet;[griːt];приветствовать
227;greeting;[ˈgriːtɪŋ];приветствие
228;edge;[ɛʤ];край
229;edged;[ɛʤd];окруженный, окантованный
230;edgy;[ˈɛʤi];острый или раздражительный
231;preserve;[prɪˈzɜːv];сохранять, беречь
232;preservation;[ˌprɛzə(ː)ˈveɪʃən];сохранение
233;handsome;[ˈhænsəm];красивый (обычно о мужчинах)
234;lack;[læk];недостаток, нуждаться
235;skin;[skɪn];кожа
236;encourage;[ɪnˈkʌrɪʤ];поддерживать, поощрять
237;encouragement;[ɪnˈkʌrɪʤmənt];поощрение
238;discourage;[dɪsˈkʌrɪʤ];отговорить, демотивировать
239;discouragement;[dɪsˈkʌrɪʤmənt];упадок духа, обескураженность
240;harass;[ˈhærəs];тревожить, изводить
241;harassment;[ˈhærəsmənt];домогательство
242;task;[tɑːsk];задание, задача
243;aid;[eɪd];помощь, помогать
244;aiding;[ˈeɪdɪŋ];вспомогательный
245;boil;[bɔɪl];кипеть, кипятить, варить
246;boiler;[ˈbɔɪlə];котел
247;adventure;[ədˈvɛnʧə];приключение
248;adventurer;[ədˈvɛnʧərə];авантюрист
249;adventurous;[ədˈvɛnʧərəs];авантюрный
250;weave (wove, woven);[wiːv];плести, ткать
251;flavor;[ˈfleɪvə];вкус, приправлять
252;remove;[rɪˈmuːv];убрать, удалить
253;removal;[rɪˈmuːvəl];удаление
254;shadow;[ˈʃædəʊ];тень
255;shadowy;[ˈʃædəʊi];тёмный, смутный
256;suburb;[ˈsʌbɜːb];пригород
257;suburban;[səˈbɜːbən];пригородный
258;complex;[ˈkɒmplɛks];сложный
259;complexity;[kəmˈplɛksɪti];сложность
260;birth;[bɜːθ];рождение
261;birthday;[ˈbɜːθdeɪ];день рождения
262;exploit;[ˈɛksplɔɪt];использовать, эксплуатировать
263;exploitation;[ˌɛksplɔɪˈteɪʃən];использование, эксплуатация
264;exploiter;[ɪksˈplɔɪtə];эксплуататор
265;contain;[kənˈteɪn];содержать
266;containment;[kənˈteɪnmənt];сдерживание
267;bargain;[ˈbɑːgɪn];сделка, торговаться
268;tool;[tuːl];инструмент
269;agenda;[əˈʤɛndə];повестка дня
270;ancestor;[ˈænsɪstə];предок
271;ancestral;[ænˈsɛstrəl];наследственный, родовой
272;missile;[ˈmɪsaɪl];ракета
273;elaborate;[ɪˈlæbərɪt];разработать, проработанный
274;elaboration;[ɪˌlæbəˈreɪʃən];разработка
275;pool;[puːl];бассейн
276;substitute;[ˈsʌbstɪtjuːt];заменять, замена
277;substitution;[ˌsʌbstɪˈtjuːʃən];замена
278;lone;[ləʊn];одинокий
279;lonely;[ˈləʊnli];одинокий
280;loneliness;[ˈləʊnlɪnəs];одиночество
281;lonesome;[ˈləʊnsəm];унылый
282;amaze;[əˈmeɪz];поражать, изумлять
283;amazement;[əˈmeɪzmənt];изумление
284;blonde;[blɒnd];блондинка
285;blond;[blɒnd];блондин
286;fascinate;[ˈfæsɪneɪt];очаровывать
287;fascination;[ˌfæsɪˈneɪʃən];очарование
288;fascinating;[ˈfæsɪneɪtɪŋ];очаровательный
289;violent;[ˈvaɪələnt];яростный, жестокий
290;violence;[ˈvaɪələns];насилие
291;relief;[rɪˈliːf];облегчение
292;exclude;[ɪksˈkluːd];исключать
293;exclusion;[ɪksˈkluːʒən];исключение
294;exclusive;[ɪksˈkluːsɪv];исключительный
295;visible;[ˈvɪzəbl];видимый
296;invisible;[ɪnˈvɪzəbl];невидимый
297;visibility;[ˌvɪzɪˈbɪlɪti];видимость
298;invisibility;[ɪnˌvɪzəˈbɪlɪti];невидимость
299;roll;[rəʊl];рулон, клубок, свиток и т. д.
300;carry out;[ˈkæriaʊt];выполнить
301;rape;[reɪp];насиловать, изнасилование
302;rapist;[ˈreɪpɪst];насильник
303;manual;[ˈmænjʊəl];руководство, учебник
304;honor (honour);[ˈɒnə];честь, чтить
305;honorary;[ˈɒnərəri];почётный
306;honorable;[ˈɒnərəbl];почётный
307;miss;[mɪs];скучать
308;oil;[ɔɪl];масло
309;oily;[ˈɔɪli];маслянистый
310;field;[fiːld];поле, область
311;render;[ˈrɛndə];делать, придавать свойство
312;accelerate;[əkˈsɛləreɪt];ускорять
313;acceleration;[əkˌsɛləˈreɪʃ(ə)n];ускорение
314;poke;[pəʊk];совать, тыкать
315;steel;[stiːl];сталь, стальной
316;bring (brought, brought);[brɪŋ];принести
317;unit;[ˈjuːnɪt];единица, элемент
318;penalty;[ˈpɛnlti];наказание
319;matter;[ˈmætə];вещество, материя
320;conclude;[kənˈkluːd];заключать, завершать
321;conclusion;[kənˈkluːʒən];вывод
322;conclusive;[kənˈkluːsɪv];заключительный, решающий
323;put smth down to;[pʊtsmthdaʊntuː];объяснить, списать на
324;overnight;[ˌəʊvəˈnaɪt];ночной, с ночёвкой
325;poverty;[ˈpɒvəti];бедность, нищета
326;impoverish;[ɪmˈpɒvərɪʃ];обеднять
327;declare;[dɪˈkleə];объявлять
328;declaration;[ˌdɛkləˈreɪʃən];объявление
329;period;[ˈpɪərɪəd];точка (в предложении)
330;race;[reɪs];раса
331;racial;[ˈreɪʃəl];расовый
332;lead;[liːd];вести
333;condition;[kənˈdɪʃən];условие
334;conditional;[kənˈdɪʃənl];условный
335;unconditional;[ˌʌnkənˈdɪʃənl];безусловный
336;bar;[bɑː];пластина, брусок, прут и т. д.
337;bars;[bɑːz];решётка (напр. в тюрьме)
338;squeeze;[skwiːz];сжимать
339;cite;[saɪt];упоминать, цитировать
340;citation;[saɪˈteɪʃən];цитата
341;annual;[ˈænjʊəl];ежегодный
342;bow;[baʊ];бант, бабочка
343;punish;[ˈpʌnɪʃ];наказывать
344;punishable;[ˈpʌnɪʃəbl];наказуемый
345;punishment;[ˈpʌnɪʃmənt];наказание
346;unpunished;[ʌnˈpʌnɪʃt];безнаказанный
347;punitive;[ˈpjuːnɪtɪv];карательный
348;purple;[ˈpɜːpl];пурпурный, фиолетовый
349;handful;[ˈhændfʊl];горсть
350;armful;[ˈɑːmfʊl];охапка
351;mouthful;[ˈmaʊθfʊl];полный рот
352;witness;[ˈwɪtnɪs];свидетель
353;grade;[greɪd];оценка
354;pipe;[paɪp];трубка
355;restrain;[rɪsˈtreɪn];ограничивать, удерживать
356;restraint;[rɪsˈtreɪnt];сдержанность
357;unrestrained;[ˌʌnrɪsˈtreɪnd];несдержанный
358;constrain;[kənˈstreɪn];ограничивать (препятствием)
359;constraint;[kənˈstreɪnt];ограничение
360;unconstrained;[ˌʌnkənˈstreɪnd];непринужденный
361;suspect;[ˈsʌspɛkt];подозревать, подозреваемый
362;converse;[kənˈvɜːs];разговаривать
363;conversation;[ˌkɒnvəˈseɪʃən];разговор
364;liquid;[ˈlɪkwɪd];жидкость, жидкий
365;liquidity;[lɪˈkwɪdɪti];текучесть, ликвидность
366;resemble;[rɪˈzɛmbl];походить
367;resemblance;[rɪˈzɛmbləns];сходство
368;decide;[dɪˈsaɪd];решить
369;decision;[dɪˈsɪʒən];решение
370;indecision;[ˌɪndɪˈsɪʒən];нерешительность
371;bold;[bəʊld];смелый, дерзкий, безрассудный
372;boldness;[ˈbəʊldnəs];смелость, дерзость
373;case;[keɪs];случай, дело
374;case;[keɪs];дело (уголовное)
375;determine;[dɪˈtɜːmɪn];определить
376;determination;[dɪˌtɜːmɪˈneɪʃən];определение
377;determined;[dɪˈtɜːmɪnd];решённый, решительный
378;undetermined;[ˌʌndɪˈtɜːmɪnd];неопределённый
379;determinate;[dɪˈtɜːmɪnɪt];определённый, решённый
380;waste;[weɪst];отходы, обрезки, потери и т.п.
381;wastewater;[ˈweɪstˌwɔːtə];сточные воды
382;regard;[rɪˈgɑːd];внимание, уважение
383;difficulty;[ˈdɪfɪkəlti];трудность
384;ticket;[ˈtɪkɪt];билет, талон
385;bet;[bɛt];ставка, пари, держать пари
386;settle;[ˈsɛtl];уладить
387;unsettle;[ʌnˈsɛtl];расстраивать
388;bow;[baʊ];лук
389;flow;[fləʊ];поток, течь
390;approve;[əˈpruːv];утвердить, одобрить (офиц.)
391;approval;[əˈpruːvəl];утверждение
392;disapprove;[ˌdɪsəˈpruːv];не одобрять
393;approve of;[əˈpruːvɒv];одобрять (субъективно)
394;at first;[ætfɜːst];сначала
395;occasion;[əˈkeɪʒən];случай, событие
396;occasional;[əˈkeɪʒənl];случайный
397;describe;[dɪsˈkraɪb];описать
398;descriptive;[dɪsˈkrɪptɪv];описательный
399;description;[dɪsˈkrɪpʃən];описание
400;rope;[rəʊp];верёвка
401;feature;[ˈfiːʧə];черта, особенность
402;featured;[ˈfiːʧəd];напоминающий, похожий
403;by far;[baɪfɑː];безусловно
404;drum;[drʌm];барабан, барабанить
405;drummer;[ˈdrʌmə];барабанщик
406;emit;[ɪˈmɪt];испускать, издавать
407;emission;[ɪˈmɪʃən];излучение
408;indeed;[ɪnˈdiːd];в самом деле
409;table;[ˈteɪbl];таблица
410;hostile;[ˈhɒstaɪl];враждебный, неприязненный
411;hostility;[hɒsˈtɪlɪti];враждебность
412;option;[ˈɒpʃən];выбор, вариант
413;optional;[ˈɒpʃənl];необязательный
414;significant;[sɪgˈnɪfɪkənt];значительный
415;significance;[sɪgˈnɪfɪkəns];значение
416;insignificant;[ˌɪnsɪgˈnɪfɪkənt];незначительный
417;make fun of;[meɪkfʌnəf];смеяться, издеваться
418;chop;[ʧɒp];рубить
419;general;[ˈʤɛnərəl];общий
420;generalise;[ˈʤɛnərəlaɪz];обобщать
421;generalisation;[ˌʤɛnərəlaɪˈzeɪʃən];обобщение
422;awake;[əˈweɪk];проснуться, бодрствующий
423;mere;[mɪə];всего лишь
424;perform;[pəˈfɔːm];выполнить, исполнить
425;performance;[pəˈfɔːməns];представление
426;lawn;[lɔːn];газон
427;lawn-mower;[ˈlɔːnˌməʊə];газонокосилка
428;gentle;[ˈʤɛntl];мягкий, тихий, нежный и т. д.
429;beyond;[bɪˈjɒnd];вне, свыше
430;hide (hid, hidden);[haɪd];скрывать
431;hide away;[haɪdəˈweɪ];спрятать(ся)
432;hide out;[haɪd aʊt];скрываться
433;postpone;[pəʊstˈpəʊn];отложить, задержать
434;postponement;[pəʊstˈpəʊnmənt];отсрочка, откладывание
435;highlight;[ˈhaɪˌlaɪt];выделить, подсветить
436;straight;[streɪt];прямой, прямо
437;straighten;[ˈstreɪtn];выпрямлять
438;deal;[diːl];сделка
439;dealer;[ˈdiːlə];торговец
440;dealership;[ˈdiːləʃɪp];торговое агенство
441;delay;[dɪˈleɪ];задерживать(ся)
442;nerd;[nɜːd];ботан, задрот
443;fan;[fæn];вентилятор
444;debt;[dɛt];долг
445;debtor;[ˈdɛtə];должник
446;submit;[səbˈmɪt];подавать информацию
447;raise;[reɪz];растить (детей)
448;start up;[stɑːtʌp];основать, установить
449;below;[bɪˈləʊ];ниже, под
450;climb;[klaɪm];взбираться
451;crash;[kræʃ];"горохот, крушение, разбивать и т.
д."
452;consist of;[kənˈsɪstɒv];состоять (из)
453;touch;[tʌʧ];связь, контакт
454;in touch;[ɪntʌʧ];на связи
455;gene;[ʤiːn];ген
456;neighbour;[ˈneɪbə];сосед
457;neighborhood (hood);[ˈneɪbəhʊd];окрестности, район
458;neighbouring;[ˈneɪbərɪŋ];близлежащий, соседний
459;tender;[ˈtɛndə];нежный
460;tenderness;[ˈtɛndənɪs];нежность
461;tell apart;[tɛləˈpɑːt];различать
462;follow;[ˈfɒləʊ];следовать, следить
463;following;[ˈfɒləʊɪŋ];следующий
464;as follows;[æzˈfɒləʊz];следующим образом
465;follower;[ˈfɒləʊə];последователь
466;grocery;[ˈgrəʊsəri];продуктовый
467;consult;[kənˈsʌlt];советоваться
468;vague;[veɪg];смутный
469;vagueness;[ˈveɪgnəs];неопределенность
470;jury;[ˈʤʊəri];жюри или присяжные
471;juror;[ˈʤʊərə];присяжный
472;announce;[əˈnaʊns];объявлять
473;announcement;[əˈnaʊnsmənt];объявление
474;bring back;[brɪŋbæk];вернуть
475;give back;[gɪvbæk];отдать
476;take back;[teɪkbæk];забрать
477;stick;[stɪk];палка, тыкать палкой
478;as though;[æzðəʊ];как будто
479;court;[kɔːt];суд
480;courtroom;[ˈkɔːtrʊm];зал суда
481;courthouse;[ˈkɔːtˈhaʊs];здание суда
482;tear (tore, torn);[teə];рвать
483;tear apart;[teərəˈpɑːt];раздирать
484;watch;[wɒʧ];часы (наручные)
485;seek (sought, sought);[siːk];искать, стремиться
486;naked;[ˈneɪkɪd];голый
487;nakedness;[ˈneɪkɪdnəs];нагота
488;strain;[streɪn];напрягать, напряжение
489;wear (wore, worn);[weə];надевать, носить
490;blast;[blɑːst];дуновение, порыв
491;grain;[greɪn];зерно, крупица
492;drop out of;[drɒpaʊtɒv];бросить (учёбу)
493;dropout;[ˈdrɒpaʊt];бросивший учёбу студент
494;fireplace;[ˈfaɪəˌpleɪs];камин
495;quantity;[ˈkwɒntɪti];количество
496;quantitative;[ˈkwɒntɪtətɪv];количественный
497;crawl;[krɔːl];ползать
498;bag;[bæg];сумка, мешок
499;handbag;[ˈhændbæg];сумка
500;baggy;[ˈbægi];мешковатый
501;grave;[greɪv];могила
502;graveyard;[ˈgreɪvjɑːd];кладбище (у церкви)
503;make up;[meɪkʌp];выдумать
504;think up;[θɪŋkʌp];придумать
505;dream up;[driːmʌp];выдумывать
506;practice;[ˈpræktɪs];практика, практиковать
507;entitle;[ɪnˈtaɪtl];давать название
508;pile;[paɪl];куча, стопка
509;stockpile;[ˈstɒkpaɪl];запас
510;surface;[ˈsɜːfɪs];поверхность
511;duckling;[ˈdʌklɪŋ];утёнок
512;conduct;[ˈkɒndʌkt];вести
513;conductor;[kənˈdʌktə];проводник
514;misconduct;[mɪsˈkɒndʌkt];проступок
515;lawsuit;[ˈlɔːsjuːt];тяжба, судебное дело
516;seize;[siːz];схватить
517;seizure;[ˈsiːʒə];захват
518;innocent;[ˈɪnəsənt];невинный, невиновный
519;innocence;[ˈɪnəsəns];невинность
520;curious;[ˈkjʊərɪəs];любопытный
521;curiosity;[ˌkjʊərɪˈɒsɪti];любопытство
522;well;[wɛl];колодец
523;environment;[ɪnˈvaɪərənmənt];среда, окружение
524;environmental;[ɪnˌvaɪərənˈmɛntl];экологическая
525;clear;[klɪə];ясный, чистый
526;clearer;[ˈklɪərə];очиститель
527;unclear;[ʌnˈklɪə];неясный
528;clearance;[ˈklɪərəns];зазор
529;envelope;[ˈɛnvələʊp];конверт
530;fill in;[fɪlɪn];заполнить
531;fill out;[fɪlaʊt];заполнять
532;see off;[siːɒf];провожать (в путь)
533;see out;[siːaʊt];проводить (до выхода)
534;credible;[ˈkrɛdəbl];заслуживающий доверия
535;credibility;[ˌkrədɪˈbɪlɪti];правдоподобие
536;respond;[rɪsˈpɒnd];отвечать
537;respondent;[rɪsˈpɒndənt];тот, кто отвечает
538;gain;[geɪn];получать, выигрывать
539;anymore;[ˌɛniˈmɔː];больше (не)
540;urgent;[ˈɜːʤənt];срочный
541;urgency;[ˈɜːʤənsi];острая необходимость
542;honey;[ˈhʌni];мёд
543;match;[mæʧ];соответствие
544;mismatch;[ˌmɪsˈmæʧ];несоответствие
545;equip;[ɪˈkwɪp];оснащать, снаряжать
546;equipment;[ɪˈkwɪpmənt];оборудование
547;bump;[bʌmp];шишка, выпуклость
548;island;[ˈaɪlənd];остров
549;hand over;[hændˈəʊvə];передать
550;proper;[ˈprɒpə];правильный, надлежащий
551;properly;[ˈprɒpəli];должным образом
552;improper;[ɪmˈprɒpə];неподходящий
553;enhance;[ɪnˈhɑːns];повысить, усилить, расширить
554;enhancement;[ɪnˈhɑːnsmənt];усиление
555;nuclear;[ˈnjuːklɪə];ядерный
556;tournament;[ˈtʊənəmənt];турнир
557;stem;[stɛm];стебель
558;inner;[ˈɪnə];внутренний
559;outer;[ˈaʊtə];внешний
560;inspire;[ɪnˈspaɪə];вдохновить, внушить
561;inspiration;[ˌɪnspəˈreɪʃən];вдохновение
562;inspirational;[ˌɪnspəˈreɪʃən(ə)l];вдохновляющий
563;spare;[speə];щадить, избавить
564;capable;[ˈkeɪpəbl];способный к ч-л.
565;incapable;[ɪnˈkeɪpəbl];неспособный
566;capability;[ˌkeɪpəˈbɪlɪti];возможность
567;dry up;[draɪʌp];пересохнуть, иссякнуть
568;brick;[brɪk];кирпич
569;bricklayer;[ˈbrɪkˌleɪə];каменщик
570;brickwork;[ˈbrɪkwɜːk];кирпичная кладка
571;move;[muːv];переезжать
572;garlic;[ˈgɑːlɪk];чеснок
573;Christmas;[ˈkrɪsməs];Рождество
574;trial;[ˈtraɪəl];испытание, пробный
575;nightmare;[ˈnaɪtmeə];кошмар
576;plant;[plɑːnt];растение, сажать
577;planting;[ˈplɑːntɪŋ-посадка];посадка
578;plantation;[plænˈteɪʃən];насаждения, плантация
579;resolute;[ˈrɛzəluːt];решительный, твёрдый
580;resolution;[ˌrɛzəˈluːʃən];решение, решимость
581;victim;[ˈvɪktɪm];жертва
582;victimize;[ˈvɪktɪmaɪz];делать жертвой
583;appeal;[əˈpiːl];обращаться, взывать
584;appealing;[əˈpiːlɪŋ];привлекательный, трогательный
585;barely;[ˈbeəli];едва, еле-еле
586;issue;[ˈɪʃuː];издать, выпустить, выпуск
